age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
20,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20,Unknown,9,Never-married,Unknown,Own-child,White,Male,0,0,12,United-States,<=50K
30,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,10,Other,<=50K
32,Local-gov,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,50,Other,<=50K
50,Local-gov,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
17,Private,7,Never-married,Other-service,Own-child,White,Male,0,0,18,United-States,<=50K
41,Private,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
64,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,5,United-States,<=50K
40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
67,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Unknown,<=50K
19,Private,10,Never-married,Sales,Own-child,Other,Female,0,0,18,Other,<=50K
44,Private,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
38,State-gov,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
19,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,United-States,<=50K
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Unknown,>50K
53,Private,4,Never-married,Transport-moving,Not-in-family,Other,Male,0,0,40,United-States,<=50K
50,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
57,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,<=50K
52,Self-emp-not-inc,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,99,United-States,>50K
25,Private,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Federal-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Other,>50K
17,Private,7,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
52,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
52,Federal-gov,13,Married-civ-spouse,Tech-support,Husband,Black,Male,7688,0,40,United-States,>50K
23,Private,9,Separated,Machine-op-inspct,Own-child,White,Male,0,0,53,United-States,<=50K
23,Private,8,Never-married,Transport-moving,Not-in-family,White,Male,0,0,46,United-States,<=50K
38,Private,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K
56,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Other,<=50K
28,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,40,United-States,<=50K
39,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
46,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,70,United-States,<=50K
40,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K
24,Private,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
18,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
40,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,60,United-States,>50K
90,Private,5,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,4,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
22,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
90,Unknown,13,Widowed,Unknown,Other-relative,White,Female,991,0,10,United-States,<=50K
28,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
43,Private,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
25,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,Other,<=50K
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
55,Private,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,Unknown,<=50K
43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
41,Private,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
31,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
24,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
30,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,United-States,<=50K
61,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,63,Other,<=50K
40,Private,15,Married-civ-spouse,Adm-clerical,Other-relative,Other,Female,0,0,40,Other,<=50K
45,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States,<=50K
48,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
40,State-gov,14,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,40,United-States,<=50K
54,Private,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,<=50K
23,Private,9,Never-married,Protective-serv,Other-relative,White,Male,0,0,42,United-States,<=50K
50,State-gov,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K
35,Private,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
42,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
41,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
49,Private,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,40,United-States,<=50K
47,Private,13,Divorced,Other-service,Not-in-family,White,Female,0,0,25,Other,<=50K
50,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,60,United-States,<=50K
23,Private,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
37,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,50,United-States,<=50K
44,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
37,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,0,1741,70,United-States,<=50K
30,State-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,5,United-States,<=50K
48,Self-emp-not-inc,10,Divorced,Transport-moving,Unmarried,White,Female,0,0,53,United-States,<=50K
52,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
50,Federal-gov,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K
46,Private,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,State-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
20,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Unknown,<=50K
44,Local-gov,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Self-emp-not-inc,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
38,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Unknown,7,Never-married,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K
56,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,<=50K
42,Federal-gov,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
52,Private,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K
19,Private,11,Never-married,Craft-repair,Own-child,Other,Male,0,0,20,United-States,<=50K
41,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,12,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
29,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Unknown,9,Never-married,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Self-emp-not-inc,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
22,Private,9,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,35,Other,<=50K
21,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,20,United-States,<=50K
24,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
45,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Other,<=50K
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
42,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
49,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,50,United-States,<=50K
46,Self-emp-inc,9,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
32,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
59,Self-emp-not-inc,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,United-States,<=50K
18,Unknown,8,Never-married,Unknown,Own-child,White,Male,0,0,30,United-States,<=50K
42,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,17,United-States,>50K
41,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
48,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
41,Private,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,Other,<=50K
30,Private,9,Never-married,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K
20,Local-gov,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,38,United-States,<=50K
45,Private,14,Divorced,Exec-managerial,Unmarried,White,Male,7430,0,70,United-States,>50K
30,Private,6,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
26,Unknown,9,Never-married,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,10,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,72,United-States,<=50K
25,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
49,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,>50K
21,Private,10,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,<=50K
30,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
24,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
30,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
36,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
36,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
55,Private,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,57,United-States,<=50K
61,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
37,Private,9,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
35,State-gov,13,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,40,Other,>50K
60,Private,14,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States,<=50K
23,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,United-States,<=50K
23,Private,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44,Federal-gov,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,>50K
39,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
49,Private,6,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
57,Private,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Unknown,12,Never-married,Unknown,Not-in-family,White,Female,0,0,45,United-States,<=50K
59,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,9,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K
24,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
67,Private,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States,<=50K
48,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,40,United-States,>50K
49,Private,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
22,Unknown,12,Never-married,Unknown,Other-relative,White,Male,0,0,15,United-States,<=50K
50,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K
46,Private,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States,<=50K
47,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,2,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,12,Other,<=50K
50,Unknown,14,Married-spouse-absent,Unknown,Other-relative,White,Male,0,0,40,United-States,<=50K
54,Private,10,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
64,Private,6,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
51,Private,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,54,Other,<=50K
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,9,Widowed,Handlers-cleaners,Unmarried,White,Male,0,0,40,Unknown,<=50K
33,State-gov,13,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,40,United-States,<=50K
57,Private,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
61,Private,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,United-States,<=50K
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
23,Private,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,45,United-States,<=50K
44,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,4508,0,72,United-States,<=50K
27,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Private,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
58,Private,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
43,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
53,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
40,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,Self-emp-inc,9,Widowed,Sales,Not-in-family,White,Female,0,0,15,United-States,<=50K
44,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K
24,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,20,United-States,<=50K
41,Private,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,20,United-States,<=50K
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
38,State-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
22,Private,9,Never-married,Sales,Unmarried,White,Male,0,0,20,United-States,<=50K
30,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
19,Private,8,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
61,Private,6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
28,Private,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
61,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,9386,0,40,United-States,>50K
52,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
72,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,16,United-States,<=50K
22,Private,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
23,Unknown,10,Separated,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Federal-gov,5,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Private,7,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
17,Private,6,Never-married,Other-service,Own-child,Black,Male,0,0,15,United-States,<=50K
29,Private,10,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1628,40,United-States,<=50K
23,Private,10,Never-married,Sales,Own-child,White,Male,0,0,25,Other,<=50K
46,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1902,40,United-States,>50K
29,Private,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
49,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
30,Private,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Other,<=50K
24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,<=50K
34,Self-emp-not-inc,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
55,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,18,United-States,<=50K
19,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,37,United-States,<=50K
54,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
45,Private,10,Married-civ-spouse,Sales,Husband,Black,Male,15024,0,99,United-States,>50K
40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43,Local-gov,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K
65,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6514,0,40,United-States,>50K
70,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K
47,Self-emp-not-inc,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K
64,Private,4,Separated,Priv-house-serv,Not-in-family,Other,Female,0,0,35,Other,<=50K
71,Unknown,13,Married-civ-spouse,Unknown,Husband,White,Male,3456,0,16,United-States,<=50K
56,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
19,Private,7,Never-married,Sales,Own-child,Other,Female,0,0,32,Other,<=50K
46,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,Other,<=50K
33,Unknown,9,Divorced,Unknown,Not-in-family,Black,Male,0,1741,40,United-States,<=50K
23,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1092,40,United-States,<=50K
25,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
20,Unknown,9,Never-married,Unknown,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,11,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,<=50K
25,Private,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,25,United-States,<=50K
46,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
43,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Local-gov,9,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,<=50K
41,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,16,United-States,<=50K
23,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
28,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,58,United-States,<=50K
53,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
22,Private,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
39,State-gov,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,1590,40,United-States,<=50K
30,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
50,Self-emp-inc,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,75,United-States,<=50K
20,Private,10,Never-married,Machine-op-inspct,Not-in-family,Other,Female,0,0,40,Unknown,<=50K
65,Private,14,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,>50K
22,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
23,Private,5,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
78,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,2228,0,32,United-States,<=50K
29,Private,11,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
29,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Unknown,8,Never-married,Unknown,Not-in-family,Black,Male,0,0,40,United-States,<=50K
30,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
36,Private,6,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,United-States,<=50K
26,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,<=50K
57,Federal-gov,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
57,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
58,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
21,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
39,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,52,United-States,<=50K
34,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4386,0,50,United-States,>50K
61,Self-emp-not-inc,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
27,Private,9,Never-married,Sales,Own-child,Other,Male,0,0,40,United-States,<=50K
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
46,Private,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
